package	suite	version
node-async	resolute,now	3.2.6+dfsg-3
node-auto-bind	resolute,now	4.0.0-2
node-babel-helper-define-polyfill-provider	resolute,now	0.3.3~0~20220913+ds1-1
node-babel-plugin-add-module-exports	resolute,now	1.0.4+dfsg1~cs5.8.0-4
node-babel-plugin-lodash	resolute,now	3.3.4+~cs2.0.1-8build1
node-babel-plugin-polyfill-corejs2	resolute,now	0.3.3~0~20220913+ds1-1
node-babel-plugin-polyfill-corejs3	resolute,now	0.6.0~0~20220913+ds1-1
node-babel-plugin-polyfill-regenerator	resolute,now	0.4.1~0~20220913+ds1-1
node-babel7-runtime	resolute,now	7.20.15+ds1+~cs214.269.168-16
node-babel7	resolute,now	7.20.15+ds1+~cs214.269.168-16
node-balanced-match	resolute,now	2.0.0-1
node-base64-js	resolute,now	1.5.1+dfsg+~1.3.0-3
node-base	resolute,now	3.0.0-3
node-binary-extensions	resolute,now	2.2.0-2
node-brace-expansion	resolute,now	2.0.1+~1.1.0-2
node-braces	resolute,now	3.0.3+~3.0.5-1
node-browserslist	resolute,now	4.28.1+~cs8.14.48-1
node-builtins	resolute,now	5.0.1-1
node-cacache	resolute,now	17.0.3+ds1+~cs8.2.7-3
node-cache-base	resolute,now	4.0.2-2
node-camelcase	resolute,now	7.0.0-4
node-caniuse-lite	resolute,now	1.0.30001780+dfsg+~1.0.5-1
node-chalk	resolute,now	5.6.2+dfsg-5build3
node-chokidar	resolute,now	3.6.0-5
node-chownr	resolute,now	3.0.0-2
node-chrome-trace-event	resolute,now	1.0.3-2
node-ci-info	resolute,now	4.4.0+~cs8.2.0-3build3
node-cjs-module-lexer	resolute,now	1.2.3+dfsg-1
node-cli-boxes	resolute,now	3.0.0-1build2
node-cli-cursor	resolute,now	4.0.0-4
node-cli-table	resolute,now	0.3.11+~cs0.13.4-3
node-cli-truncate	resolute,now	2.1.0-5
node-cliui	resolute,now	7.0.4+repack+1+~cs1.4.2-2
node-clone-deep	resolute,now	4.0.1+~cs7.0.2-1
node-clone	resolute,now	2.1.2+~2.1.4-1
node-collection-visit	resolute,now	1.0.0-4
node-color-convert	resolute,now	2.0.1+~cs2.0.0-2
node-color-name	resolute,now	1.1.4+~1.1.1-2
node-colors	resolute,now	1.4.0-4build1
node-columnify	resolute,now	1.6.0+~1.5.4-1
node-commander	resolute,now	14.0.3-7
node-commondir	resolute,now	1.0.1+~1.0.0-1
node-component-emitter	resolute,now	1.3.0+~1.2.11-2
node-concat-stream	resolute,now	2.0.0+~2.0.3-1
node-console-control-strings	resolute,now	1.1.0-3
node-convert-source-map	resolute,now	2.0.0+~2.0.3-2
node-copy-concurrently	resolute,now	1.0.5-11
node-core-js-compat	resolute,now	3.33.2-1build2
node-core-js-pure	resolute,now	3.33.2-1build2
node-core-js	resolute,now	3.33.2-1build2
node-core-util-is	resolute,now	1.0.3-1
node-corepack	resolute,now	0.24.0-5build1
node-coveralls	resolute,now	3.1.1-4
node-css-loader	resolute,now	6.8.1+~cs14.0.17-2
node-css-selector-tokenizer	resolute,now	0.8.0+~cs4.8.3-1
node-data-uri-to-buffer	resolute,now	6.0.2~0~2025070717+~cs15.2.7-1build1
node-debbundle-es-to-primitive	resolute,now	1.2.1+~cs9.7.25-2
node-debug	resolute,now	4.4.3+~4.1.13-1
node-decamelize	resolute,now	4.0.0-2
node-decompress-response	resolute,now	6.0.0-3
node-deep-equal	resolute,now	2.2.3+~cs43.15.94-1
node-deep-is	resolute,now	0.1.4-1
node-defaults	resolute,now	1.0.4+~1.0.3-1
node-define-properties	resolute,now	1.2.1+~cs2.2.3-1
node-define-property	resolute,now	2.0.2+really+2.0.2-3
node-defined	resolute,now	1.0.1+~1.0.2-1
node-del	resolute,now	7.1.0-2
node-delegates	resolute,now	1.0.0-3
node-depd	resolute,now	2.0.0-2
node-diff	resolute,now	5.0.0~dfsg+~5.0.1-6
node-doctrine	resolute,now	3.0.0-4
node-electron-to-chromium	resolute,now	1.5.322-1
node-encoding	resolute,now	0.1.13-2
node-enhanced-resolve	resolute,now	5.15.0-1
node-envinfo	resolute,now	7.11.0+~cs14.3.0-7build1
node-err-code	resolute,now	2.0.3+dfsg-3
node-errno	resolute,now	1.0.0-3
node-error-ex	resolute,now	1.3.4-1
node-es-abstract	resolute,now	1.20.4+~cs26.27.47-2
node-es-module-lexer	resolute,now	1.1.0+dfsg-3
node-es6-error	resolute,now	4.1.1-5
node-escape-string-regexp	resolute,now	4.0.0-2
node-escodegen	resolute,now	2.1.0+dfsg+~0.0.10-2
node-eslint-scope	resolute,now	7.1.1+~3.7.4-1
node-eslint-utils	resolute,now	3.0.0-4
node-eslint-visitor-keys	resolute,now	3.3.0+~1.0.0-2
node-espree	resolute,now	9.4.1~dfsg-2
node-esprima	resolute,now	4.0.1+ds+~4.0.3-2
node-esquery	resolute,now	1.4.2~ds-2
node-esrecurse	resolute,now	4.3.0-2
node-estraverse	resolute,now	5.3.0+ds+~5.1.1-1
node-esutils	resolute,now	2.0.3+~2.0.2-2
node-events	resolute,now	3.3.0+~3.0.3-1
node-execa	resolute,now	8.0.1+dfsg1+~cs12.0.0-1build2
node-fancy-log	resolute,now	1.3.3+~cs1.3.1-2
node-fast-deep-equal	resolute,now	3.1.3-3
node-fast-levenshtein	resolute,now	2.0.6+ds-3
node-fetch	resolute,now	3.3.2+~cs11.4.11-3
node-file-entry-cache	resolute,now	6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-5
node-fill-range	resolute,now	7.1.1+~7.0.3-1
node-find-cache-dir	resolute,now	3.3.2+~3.2.1-1
node-find-up	resolute,now	6.3.0-8
node-flat-cache	resolute,now	3.0.4~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-5
node-flatted	resolute,now	3.4.2~ds-1
node-for-in	resolute,now	1.0.2-4
node-for-own	resolute,now	1.0.0-3
node-foreground-child	resolute,now	4.0.3-1
node-fs-readdir-recursive	resolute,now	1.1.0+~1.1.3-1
node-fs-write-stream-atomic	resolute,now	1.0.10-6
node-function-bind	resolute,now	1.1.2+~cs2.1.14-2
node-functional-red-black-tree	resolute,now	1.0.1+20181105-8
node-gauge	resolute,now	4.0.4-2
node-get-caller-file	resolute,now	2.0.5+~cs1.1.1-4
node-get-stream	resolute,now	8.0.1-11
node-get-value	resolute,now	1:3.0.1-4
node-glob-parent	resolute,now	6.0.2+~5.1.3-1
node-glob	resolute,now	10.3.6+~cs0.4.15-8build1
node-globals	resolute,now	13.23.0-1
node-globby	resolute,now	13.1.3+~cs16.25.40-4
node-got	resolute,now	11.8.5+~cs58.13.36-6
node-graceful-fs	resolute,now	4.2.11-1
node-growl	resolute,now	1.10.5-4
node-gyp	resolute,now	12.1.0+~6.1.0-3
node-has-flag	resolute,now	5.0.1-1
node-has-unicode	resolute,now	2.0.1-5
node-has-value	resolute,now	2.0.2-4
node-has-values	resolute,now	2.0.1-4
node-hosted-git-info	resolute,now	9.0.2-1build1
node-http-proxy-agent	resolute,now	7.0.2~0~2025070717+~cs15.2.7-1build1
node-https-proxy-agent	resolute,now	7.0.6~0~2025070717+~cs15.2.7-1build1
node-iconv-lite	resolute,now	0.6.3-3
node-icss-utils	resolute,now	5.1.0+~5.1.2-1
node-ieee754	resolute,now	1.2.1-3
node-iferr	resolute,now	1.0.2+~1.0.4-1
node-ignore	resolute,now	5.2.1-1
node-imurmurhash	resolute,now	0.1.4+dfsg+~0.1.1-2
node-indent-string	resolute,now	4.0.0-2
node-inherits	resolute,now	2.0.4-6
node-ini	resolute,now	3.0.1-2
node-interpret	resolute,now	2.2.0-3
node-ip-regex	resolute,now	4.3.0+~4.1.1-1
node-ip	resolute,now	2.0.1+~1.1.3-3
node-is-arrayish	resolute,now	0.3.4-1
node-is-binary-path	resolute,now	2.1.0-5
node-is-buffer	resolute,now	2.0.5-2
node-is-descriptor	resolute,now	3.0.0-2
node-is-extendable	resolute,now	1.0.1-3
node-is-extglob	resolute,now	2.1.1-5
node-is-glob	resolute,now	4.0.3-2
node-is-number	resolute,now	7.0.0-4
node-is-path-cwd	resolute,now	2.2.0-2
node-is-path-inside	resolute,now	3.0.3-2
node-is-plain-obj	resolute,now	3.0.0-2
node-is-plain-object	resolute,now	5.0.0-8
node-is-primitive	resolute,now	3.0.1-3
node-is-stream	resolute,now	3.0.0-5
node-is-windows	resolute,now	1.0.2+~cs1.0.0-1
node-isarray	resolute,now	2.0.5-4
node-isexe	resolute,now	2.0.0+~2.0.1-5
node-isobject	resolute,now	4.0.0-2
node-istanbul	resolute,now	0.4.5+repack10+~cs98.25.59-7
node-jest-debbundle	resolute,now	29.6.2~ds3+~cs73.45.28-3build3
node-jest-worker	resolute,now	29.6.2~ds3+~cs73.45.28-3build3
node-js-tokens	resolute,now	8.0.0-2
node-js-yaml	resolute,now	4.1.1+dfsg+~4.0.9-1
node-jsesc	resolute,now	3.0.2+~3.0.1-1
node-json-buffer	resolute,now	3.0.1+~3.0.2-1
node-json-parse-better-errors	resolute,now	1.0.2+~cs3.3.1-3
node-json-schema-traverse	resolute,now	1.0.0-3
node-json-schema	resolute,now	0.4.0+~7.0.15-1
node-json-stable-stringify	resolute,now	1.0.2+repack1+~cs1.0.34-2
node-json5	resolute,now	2.2.3+dfsg-3
node-jsonify	resolute,now	0.0.1-1
node-jsonparse	resolute,now	1.3.1-10
node-kind-of	resolute,now	6.0.3+dfsg-2
node-lcov-parse	resolute,now	1.0.0+20170612git80d039574ed9-7
node-levn	resolute,now	0.4.1+dfsg-2
node-llhttp	resolute,now	9.3.3~really9.3.0+~cs12.11.8-3build1
node-loader-runner	resolute,now	4.3.1-1
node-locate-path	resolute,now	7.1.1-2
node-lodash-packages	resolute,now	4.17.23+dfsg-1
node-lodash	resolute,now	4.17.23+dfsg-1
node-log-driver	resolute,now	1.2.7+git+20180219+bba1761737-8
node-long	resolute,now	5.2.3-3
node-lowercase-keys	resolute,now	2.0.0-2
node-lru-cache	resolute,now	10.0.1-3
node-make-dir	resolute,now	3.1.0-3
node-map-visit	resolute,now	1.0.0-4
node-memfs	resolute,now	3.4.12+~cs1.0.3-1
node-memory-fs	resolute,now	0.5.0+~0.3.3-2
node-merge-stream	resolute,now	2.0.0+~1.1.2-2
node-micromatch	resolute,now	4.0.8+~4.0.10-2
node-mime-types	resolute,now	3.0.2+~3.0.1-1
node-mime	resolute,now	4.1.0+dfsg+~cs8.97.10-6build5
node-mimic-fn	resolute,now	4.0.0-6
node-mimic-response	resolute,now	3.1.0-9
node-minimatch	resolute,now	9.0.3-6
node-minimist	resolute,now	1.2.8+~cs5.3.5-1
node-minipass	resolute,now	5.0.0+~cs13.3.24-1build1
node-mixin-deep	resolute,now	2.0.1-3
node-mkdirp	resolute,now	2.1.6+~cs5.2.1-5
node-move-concurrently	resolute,now	1.0.1-7
node-ms	resolute,now	2.1.3+~cs0.7.31-3
node-mute-stream	resolute,now	0.0.8+~0.0.1-3
node-n3	resolute,now	1.16.3+~1.2.3+~1.10.4-3
node-negotiator	resolute,now	0.6.3+~0.6.1-1
node-neo-async	resolute,now	2.6.2+~cs3.0.0-3
node-nopt	resolute,now	9.0.0-1build1
node-normalize-package-data	resolute,now	8.0.0+~2.4.4-3build1
node-normalize-path	resolute,now	3.0.0+~3.0.2-1
node-npm-bundled	resolute,now	2.0.1-2
node-npm-package-arg	resolute,now	10.0.0+~3.0.0-2
node-npm-run-path	resolute,now	5.1.0+~4.0.0-9
node-npmlog	resolute,now	7.0.1+~4.1.4-1
node-object-assign	resolute,now	4.1.1-7
node-object-inspect	resolute,now	1.12.2+~cs1.8.1-1
node-object-visit	resolute,now	1.0.1-5
node-once	resolute,now	1.4.1-1
node-opener	resolute,now	1.5.2+~1.4.3-1
node-optimist	resolute,now	0.6.1+~0.0.30-2
node-optionator	resolute,now	0.9.1+dfsg+~cs1.2.3-1
node-osenv	resolute,now	0.1.5+~0.1.3-1
node-p-cancelable	resolute,now	2.1.1-1
node-p-limit	resolute,now	4.0.0+~cs4.0.0-5
node-p-locate	resolute,now	6.0.0-14
node-p-map	resolute,now	4.0.0+~3.1.0+~3.0.1-2
node-parse-json	resolute,now	5.2.0+~cs5.1.7-2
node-pascalcase	resolute,now	1.0.0-1
node-path-dirname	resolute,now	1.0.2-2
node-path-exists	resolute,now	5.0.0-9
node-path-is-absolute	resolute,now	2.0.0-2
node-path-is-inside	resolute,now	1.0.2+~1.0.3-1
node-path-scurry	resolute,now	1.9.2-2
node-path-type	resolute,now	4.0.0-3
node-picocolors	resolute,now	1.1.1-1
node-pify	resolute,now	5.0.0+~cs5.0.1-1
node-pkg-dir	resolute,now	5.0.0-2
node-postcss-modules-extract-imports	resolute,now	3.1.0-1
node-postcss-modules-values	resolute,now	4.0.0+~4.0.2-1
node-postcss-value-parser	resolute,now	4.2.0-1
node-postcss	resolute,now	8.5.8+~cs9.3.30-1
node-prelude-ls	resolute,now	1.2.1+dfsg-3
node-process-nextick-args	resolute,now	2.0.1-3
node-progress	resolute,now	2.0.3-2
node-promise-inflight	resolute,now	1.0.1+~1.0.3-1
node-promise-retry	resolute,now	2.0.1-4
node-promzard	resolute,now	0.3.0-2
node-prr	resolute,now	1.0.1-3
node-punycode	resolute,now	2.3.1+~2.1.4-1
node-quick-lru	resolute,now	6.1.1-4
node-randombytes	resolute,now	2.1.0+~2.0.3-1
node-re2	resolute,now	1.23.3+~cs1.3.5-1
node-read-package-json	resolute,now	5.0.2+~2.0.0-5build1
node-read-pkg	resolute,now	5.2.0-2
node-read	resolute,now	1.0.7-5
node-readable-stream	resolute,now	3.6.0+~cs3.0.0-4build1
node-readdirp	resolute,now	3.6.0-3
node-rechoir	resolute,now	0.8.0+~0.6.4-1
node-regenerate-unicode-properties	resolute,now	10.2.2+ds-2
node-regenerate	resolute,now	1.4.2-3
node-regenerator-runtime	resolute,now	0.15.2+~0.10.8-1
node-regenerator-transform	resolute,now	0.15.2+~0.10.8-1
node-regexpp	resolute,now	3.2.0-7
node-regexpu-core	resolute,now	6.2.0-2build1
node-regjsgen	resolute,now	0.8.0+ds-1
node-regjsparser	resolute,now	0.12.0+ds-2
node-repeat-string	resolute,now	1.6.1+repack-1
node-require-directory	resolute,now	2.1.1+~2.1.7-1
node-require-from-string	resolute,now	2.0.2+~1.2.3-1
node-resolve-cwd	resolute,now	3.0.0-2
node-resolve-from	resolute,now	5.0.0+~3.1.0+~3.3.0+~2.0.0-1
node-resolve	resolute,now	1.22.10+~cs5.37.15-1
node-restore-cursor	resolute,now	4.0.0-4
node-resumer	resolute,now	0.0.0-6
node-retry	resolute,now	0.13.1.+~cs2.19.16-1
node-rimraf	resolute,now	4.4.1-6
node-run-queue	resolute,now	2.0.0-3
node-safe-buffer	resolute,now	5.2.1+~cs2.1.2-3
node-schema-utils	resolute,now	4.2.0~ds-4
node-semver	resolute,now	7.6.1+~7.5.8-2
node-serialize-javascript	resolute,now	7.0.4+~5.0.4-1
node-set-blocking	resolute,now	2.0.0-2
node-set-immediate-shim	resolute,now	2.0.0-2
node-set-value	resolute,now	4.1.0+~4.0.3-1
node-shebang-command	resolute,now	2.0.0-1
node-shebang-regex	resolute,now	3.0.0-2
node-shell-quote	resolute,now	1.8.3+~1.7.5-1
node-signal-exit	resolute,now	4.1.0-8
node-slash	resolute,now	5.1.0-2build1
node-slice-ansi	resolute,now	5.0.0+~cs9.0.0-5
node-source-list-map	resolute,now	2.0.1+dfsg+~0.1.2-1
node-source-map-support	resolute,now	0.5.21+ds+~0.5.10-2
node-source-map	resolute,now	0.7.0++dfsg2+really.0.6.1-15
node-spdx-correct	resolute,now	3.2.0+~3.1.3-1
node-spdx-exceptions	resolute,now	2.5.0-1
node-spdx-expression-parse	resolute,now	4.0.0+~3.0.5-1
node-spdx-license-ids	resolute,now	3.26.0-1
node-sprintf-js	resolute,now	1.1.3+ds1+~1.1.4-2
node-ssri	resolute,now	9.0.1-3
node-stack-utils	resolute,now	2.0.6+~2.0.3-1
node-string-decoder	resolute,now	1.3.0-6
node-string-width	resolute,now	4.2.3+~cs13.2.3-1
node-strip-ansi	resolute,now	7.2.0-1
node-strip-bom	resolute,now	4.0.0-2
node-strip-eof	resolute,now	3.0.0-6
node-strip-json-comments	resolute,now	4.0.0-4
node-supports-color	resolute,now	10.2.2+ds-3
node-tap-mocha-reporter	resolute,now	5.0.4+~2.1.0-1
node-tap-parser	resolute,now	13.0.1+~cs4.1.3-4
node-tap	resolute,now	16.3.7+ds3+~cs49.5.20-6
node-tapable	resolute,now	2.2.1-3
node-tape	resolute,now	5.6.1+~cs8.20.19-5
node-tar	resolute,now	6.2.1+ds1+~cs6.1.13-10
node-terser	resolute,now	5.46.1-4
node-text-table	resolute,now	0.2.0-5
node-through	resolute,now	2.3.8+~cs0.0.33-1
node-time-stamp	resolute,now	2.2.0-2
node-to-fast-properties	resolute,now	3.0.1-3
node-to-regex-range	resolute,now	5.0.1-4
node-tslib	resolute,now	2.4.1-1
node-type-check	resolute,now	0.4.0+dfsg-3
node-typedarray	resolute,now	0.0.7-1
node-undici	resolute,now	7.18.2+dfsg+~cs3.2.0-1build1
node-unicode-canonical-property-names-ecmascript	resolute,now	2.0.1-1
node-unicode-match-property-ecmascript	resolute,now	2.0.0-2
node-unicode-match-property-value-ecmascript	resolute,now	2.2.0+ds-1build1
node-unicode-property-aliases-ecmascript	resolute,now	2.1.0+ds-1
node-union-value	resolute,now	2.0.1-4
node-unique-filename	resolute,now	1.1.1+ds-2
node-unset-value	resolute,now	2.0.1-1
node-util-deprecate	resolute,now	1.0.2-4
node-util	resolute,now	0.12.5+~1.0.10-2
node-uuid	resolute,now	8.3.2+~8.3.4-3
node-v8-compile-cache	resolute,now	2.4.0-4
node-v8flags	resolute,now	3.2.0+~3.1.1-1
node-validate-npm-package-license	resolute,now	3.0.4-3
node-validate-npm-package-name	resolute,now	5.0.0+~4.0.0-1
node-watchpack	resolute,now	2.4.0+~cs2.8.1-1
node-wcwidth.js	resolute,now	1.0.2-2
node-webassemblyjs	resolute,now	1.14.1+dfsg3+~cs1.2.7-2
node-webpack-sources	resolute,now	3.2.3+~3.2.0-2
node-which	resolute,now	2.0.2+~cs1.3.2-5
node-wide-align	resolute,now	1.1.3-4
node-widest-line	resolute,now	3.1.0-2
node-wordwrap	resolute,now	1.0.0-4
node-wrap-ansi	resolute,now	8.0.1+~8.0.1-3
node-wrappy	resolute,now	1.0.2-3
node-write-file-atomic	resolute,now	7.0.1+~4.0.3-1
node-write	resolute,now	2.0.0~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-5
node-ws	resolute,now	8.19.0+~cs14.19.1-1
node-xtend	resolute,now	4.0.2-3
node-y18n	resolute,now	5.0.8+~5.0.0-4
node-yallist	resolute,now	4.0.0+~4.0.1-2
node-yaml	resolute,now	2.8.3+~cs0.4.0-1
node-yargs-parser	resolute,now	21.1.1+~21.0.0-4
node-yargs	resolute,now	16.2.0+~16.0.4-7
nodejs-doc	resolute,now	22.22.1+dfsg+~cs22.19.15-1ubuntu1
nodejs	resolute,now	22.22.1+dfsg+~cs22.19.15-1ubuntu1
npm	resolute,now	9.2.0~ds3-1
openssh-client	resolute-updates,resolute-security,now	1:10.2p1-2ubuntu3.2
openssl-provider-legacy	resolute,now	3.5.5-1ubuntu3
openssl	resolute,now	3.5.5-1ubuntu3
packagekit	resolute-updates,resolute-security,now	1.3.4-3ubuntu1
passwd	resolute,now	1:4.17.4-2ubuntu3
pastebinit	resolute,now	1.8.0-1
patch	resolute,now	2.8-2build1
pci.ids	resolute,now	0.0~2026.02.12-1
perl-base	resolute,now	5.40.1-7build1
perl-modules-5.40	resolute,now	5.40.1-7build1
perl-openssl-defaults	resolute,now	7build4
perl	resolute,now	5.40.1-7build1
pinentry-curses	resolute,now	1.3.2-3ubuntu1
polkitd	resolute,now	127-2ubuntu1
procps	resolute,now	2:4.0.4-9ubuntu1
psmisc	resolute,now	23.7-2ubuntu2
publicsuffix	resolute,now	20260129.1928-1
python-apt-common	resolute,now	3.1.0ubuntu1
python-babel-localedata	resolute,now	2.17.0-2
python3-apport	resolute,now	2.34.0-0ubuntu2
python3-apt	resolute,now	3.1.0ubuntu1
python3-attr	resolute,now	25.4.0-1build1
python3-autocommand	resolute,now	2.2.2-4
python3-automat	resolute,now	25.4.16-1build1
python3-babel	resolute,now	2.17.0-2
python3-bcrypt	resolute,now	5.0.0-3build1
python3-blinker	resolute,now	1.9.0-2build1
python3-certifi	resolute,now	2026.1.4+ds-1
python3-cffi-backend	resolute,now	2.0.0-3build1
python3-chardet	resolute,now	5.2.0+dfsg-2build1
python3-click	resolute,now	8.2.0+0.really.8.1.8-1build1
python3-commandnotfound	resolute,now	23.04.0build1
python3-configobj	resolute,now	5.0.9-1build1
python3-constantly	resolute,now	23.10.4-2build1
python3-cryptography	resolute,now	46.0.5-1ubuntu2
python3-dbus	resolute,now	1.4.0-1build2
python3-debconf	resolute,now	1.5.92
python3-dev	resolute,now	3.14.3-0ubuntu2
python3-distro-info	resolute,now	1.15
python3-distro	resolute,now	1.9.0-1build1
python3-distupgrade	resolute,now	1:26.04.18
python3-doc	resolute,now	3.14.3-0ubuntu2
python3-examples	resolute,now	3.14.3-0ubuntu2
python3-full	resolute,now	3.14.3-0ubuntu2
python3-gdbm	resolute,now	3.14.3-0ubuntu2
python3-gi	resolute,now	3.56.2-1
python3-hamcrest	resolute,now	2.1.0-3
python3-httplib2	resolute,now	0.22.0-1build1
python3-hyperlink	resolute,now	21.0.0-6build1
python3-idna	resolute,now	3.11-1
python3-incremental	resolute,now	24.7.2-4
python3-inflect	resolute,now	7.5.0-1build1
python3-jaraco.context	resolute,now	6.0.1-2
python3-jaraco.functools	resolute,now	4.1.0-1build1
python3-jaraco.text	resolute,now	4.0.0-1build1
python3-jinja2	resolute,now	3.1.6-1build1
python3-json-pointer	resolute,now	2.4-4
python3-jsonpatch	resolute,now	1.32-6
python3-jsonschema-specifications	resolute,now	2023.12.1-4
python3-jsonschema	resolute,now	4.19.2-6ubuntu2
python3-jwt	resolute,now	2.10.1-4ubuntu1
python3-launchpadlib	resolute,now	2.1.0-1build1
python3-lazr.restfulclient	resolute,now	0.14.6-3build1
python3-lazr.uri	resolute,now	1.0.6-7build1
python3-linkify-it	resolute,now	2.0.3-1ubuntu3
python3-markdown-it	resolute,now	3.0.0-3build1
python3-markupsafe	resolute,now	3.0.3-1build1
python3-mdurl	resolute,now	0.1.2-1build1
python3-minimal	resolute,now	3.14.3-0ubuntu2
python3-more-itertools	resolute,now	10.8.0-1build1
python3-netifaces	resolute,now	0.11.0-2build7
python3-netplan	resolute,now	1.2-1ubuntu5
python3-newt	resolute,now	0.52.25-1ubuntu3
python3-oauthlib	resolute,now	3.3.1-1build1
python3-openssl	resolute,now	25.3.0-1ubuntu1
python3-packaging	resolute,now	26.0-1
python3-passlib	resolute,now	1.9.3-1ubuntu1
python3-pip-whl	resolute,now	25.1.1+dfsg-1ubuntu2
python3-pip	resolute,now	25.1.1+dfsg-1ubuntu2
python3-pkg-resources	resolute,now	78.1.1-0.1build1
python3-problem-report	resolute,now	2.34.0-0ubuntu2
python3-pyasn1-modules	resolute,now	0.4.1-2build1
python3-pyasn1	resolute,now	0.6.3-1
python3-pycurl	resolute,now	7.45.7-3build1
python3-pygments	resolute,now	2.19.2+dfsg-1
python3-pyparsing	resolute,now	3.3.2-2
python3-referencing	resolute,now	0.36.2-1ubuntu2
python3-requests	resolute,now	2.32.5+dfsg-1ubuntu1
python3-rich	resolute,now	13.9.4-1.2
python3-rpds-py	resolute,now	0.27.1-2ubuntu3
python3-serial	resolute,now	3.5-2build1
python3-service-identity	resolute,now	24.2.0-1build1
python3-setuptools-whl	resolute,now	78.1.1-0.1build1
python3-setuptools	resolute,now	78.1.1-0.1build1
python3-software-properties	resolute,now	0.120
python3-systemd	resolute,now	235-1build9
python3-tk	resolute,now	3.14.3-0ubuntu2
python3-twisted	resolute-updates,resolute-security,now	25.5.0-5ubuntu0.1
python3-typeguard	resolute,now	4.4.4-2
python3-typing-extensions	resolute,now	4.15.0-2
python3-uc-micro	resolute,now	1.0.3-1build1
python3-update-manager	resolute,now	1:26.04.5
python3-urllib3	resolute-updates,resolute-security,now	2.6.3-1ubuntu1.1
python3-venv	resolute,now	3.14.3-0ubuntu2
python3-wadllib	resolute,now	2.0.0-3
python3-wheel	resolute,now	0.46.3-2
python3-yaml	resolute,now	6.0.3-1build1
python3-zipp	resolute,now	3.23.0-1build1
python3-zope.interface	resolute,now	8.2-1build1
python3.14-dev	resolute,now	3.14.4-1
python3.14-doc	resolute,now	3.14.4-1
python3.14-examples	resolute,now	3.14.4-1
python3.14-full	resolute,now	3.14.4-1
python3.14-gdbm	resolute,now	3.14.4-1
python3.14-minimal	resolute,now	3.14.4-1
python3.14-tk	resolute,now	3.14.4-1
python3.14-venv	resolute,now	3.14.4-1
python3.14	resolute,now	3.14.4-1
python3	resolute,now	3.14.3-0ubuntu2
readline-common	resolute,now	8.3-4
rpcsvc-proto	resolute,now	1.4.3-1build1
rsync	resolute-updates,resolute-security,now	3.4.1+ds1-7ubuntu0.2
rsyslog	resolute,now	8.2512.0-1ubuntu4
run-one	resolute,now	1.17-0ubuntu3
rust-coreutils	resolute,now	0.8.0-0ubuntu3
screen	resolute,now	4.9.1-3ubuntu2
sed	resolute-updates,resolute-security,now	4.9-2ubuntu1
sensible-utils	resolute,now	0.0.26build1
sgml-base	resolute,now	1.31+nmu1build1
shared-mime-info	resolute,now	2.4-5build3
show-motd	resolute,now	3.12build1
snapd	resolute-updates,now	2.75.2+ubuntu26.04.2
software-properties-common	resolute,now	0.120
squashfs-tools	resolute,now	1:4.7.5-1
sudo-common	resolute,now	1.2ubuntu
sudo-rs	resolute,now	0.2.13-0ubuntu1
sudo	resolute,now	1.9.17p2-1ubuntu3
systemd-cryptsetup	resolute,now	259.5-0ubuntu3
systemd-hwe-hwdb	resolute,now	259.5.3ubuntu
systemd-resolved	resolute,now	259.5-0ubuntu3
systemd-sysv	resolute,now	259.5-0ubuntu3
systemd	resolute,now	259.5-0ubuntu3
sysvinit-utils	resolute,now	3.15-5ubuntu1
tar	resolute,now	1.35+dfsg-4
terser	resolute,now	5.46.1-4
time	resolute,now	1.9-0.4
tmux	resolute,now	3.6a-2
tzdata	resolute,now	2026a-3ubuntu1
ubuntu-insights	resolute,now	0.9.3ubuntu
ubuntu-keyring	resolute,now	2023.11.28.1build1
ubuntu-minimal	resolute,now	1.570
ubuntu-pro-client-l10n	resolute,now	37.2ubuntu
ubuntu-pro-client	resolute,now	37.2ubuntu
ubuntu-release-upgrader-core	resolute,now	1:26.04.18
ubuntu-wsl	resolute,now	1.570
ucf	resolute,now	3.0052ubuntu1
udev	resolute,now	259.5-0ubuntu3
unattended-upgrades	resolute,now	2.12ubuntu9
update-manager-core	resolute,now	1:26.04.5
update-motd	resolute,now	3.12build1
usb.ids	resolute,now	2025.12.13-1
user-session-migration	resolute,now	0.5.1
util-linux	resolute,now	2.41.3-3ubuntu2
vim-common	resolute-updates,resolute-security,now	2:9.1.2141-1ubuntu4.2
vim-runtime	resolute-updates,resolute-security,now	2:9.1.2141-1ubuntu4.2
vim-tiny	resolute-updates,resolute-security,now	2:9.1.2141-1ubuntu4.2
vim	resolute-updates,resolute-security,now	2:9.1.2141-1ubuntu4.2
wabt	resolute,now	1.0.36+dfsg+~cs1.0.36-2ubuntu1
webpack	resolute,now	5.105.4+dfsg1+~cs15.13.23-2
wget	resolute,now	1.25.0-2ubuntu4
whiptail	resolute,now	0.52.25-1ubuntu3
wsl-pro-service	resolute,now	0.1.19ubuntu2
wsl-setup	resolute,now	0.6.2ubuntu
x11-common	resolute,now	1:7.7+26ubuntu1
x11-utils	resolute,now	7.7+7build1
