libsensors5:amd64	1:3.6.2-2build1	amd64	ii 
libsepol2:amd64	3.9-2	amd64	ii 
libsframe3:amd64	2.46-3ubuntu2	amd64	ii 
libsharpyuv0:amd64	1.5.0-0.1build1	amd64	ii 
libsimdjson29:amd64	4.2.4-1	amd64	ii 
libsimdutf31:amd64	8.0.0-1	amd64	ii 
libslang2:amd64	2.3.3-5build1	amd64	ii 
libsm6:amd64	2:1.2.6-1build1	amd64	ii 
libsmartcols1:amd64	2.41.3-3ubuntu2	amd64	ii 
libsodium23:amd64	1.0.18-2	amd64	ii 
libsqlite3-0:amd64	3.46.1-9	amd64	ii 
libss2:amd64	1.47.2-3ubuntu4	amd64	ii 
libssh2-1t64:amd64	1.11.1-1ubuntu0.26.04.1	amd64	ii 
libssl-dev:amd64	3.5.5-1ubuntu3	amd64	ii 
libssl3t64:amd64	3.5.5-1ubuntu3	amd64	ii 
libstdc++-15-dev:amd64	15.2.0-16ubuntu1	amd64	ii 
libstdc++6:amd64	16-20260322-1ubuntu1	amd64	ii 
libstemmer0d:amd64	3.0.1-1	amd64	ii 
libsystemd-shared:amd64	259.5-0ubuntu3	amd64	ii 
libsystemd0:amd64	259.5-0ubuntu3	amd64	ii 
libtasn1-6:amd64	4.21.0-2	amd64	ii 
libtcl8.6:amd64	8.6.17+dfsg-1build1	amd64	ii 
libtext-charwidth-perl:amd64	0.04-11build4	amd64	ii 
libtext-iconv-perl:amd64	1.7-8.1	amd64	ii 
libtext-wrapi18n-perl	0.06-10	all	ii 
libthai-data	0.1.30-1	all	ii 
libthai0:amd64	0.1.30-1	amd64	ii 
libtie-ixhash-perl	1.23-4	all	ii 
libtimedate-perl	2.3300-2	all	ii 
libtinfo6:amd64	6.6+20251231-1	amd64	ii 
libtirpc-common	1.3.7-0.1	all	ii 
libtirpc3t64:amd64	1.3.7-0.1	amd64	ii 
libtk8.6:amd64	8.6.17-1build1	amd64	ii 
libtry-tiny-perl	0.32-1	all	ii 
libtsan2:amd64	16-20260322-1ubuntu1	amd64	ii 
libubsan1:amd64	16-20260322-1ubuntu1	amd64	ii 
libuchardet0:amd64	0.0.8-2	amd64	ii 
libudev1:amd64	259.5-0ubuntu3	amd64	ii 
libunistring5:amd64	1.3-2build1	amd64	ii 
liburi-perl	5.34-2build1	all	ii 
libuuid1:amd64	2.41.3-3ubuntu2	amd64	ii 
libuv1-dev:amd64	1.51.0-2ubuntu1	amd64	ii 
libuv1t64:amd64	1.51.0-2ubuntu1	amd64	ii 
libvulkan1:amd64	1.4.341.0-1	amd64	ii 
libwayland-client0:amd64	1.24.0-2	amd64	ii 
libwayland-cursor0:amd64	1.24.0-2	amd64	ii 
libwayland-egl1:amd64	1.24.0-2	amd64	ii 
libwww-perl	6.81-1build1	all	ii 
libwww-robotrules-perl	6.02-1build1	all	ii 
libx11-6:amd64	2:1.8.13-1	amd64	ii 
libx11-data	2:1.8.13-1	all	ii 
libx11-protocol-perl	0.56-9	all	ii 
libx11-xcb1:amd64	2:1.8.13-1	amd64	ii 
libxau6:amd64	1:1.0.11-1build2	amd64	ii 
libxaw7:amd64	2:1.0.16-1build1	amd64	ii 
libxcb-dri3-0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-glx0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-present0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-randr0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-render0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-shape0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-shm0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-sync1:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-xfixes0:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb-xkb1:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcb1:amd64	1.17.0-2ubuntu1	amd64	ii 
libxcomposite1:amd64	1:0.4.6-1build1	amd64	ii 
libxcursor1:amd64	1:1.2.3-1build1	amd64	ii 
libxdamage1:amd64	1:1.1.7-1	amd64	ii 
libxdmcp6:amd64	1:1.1.5-2	amd64	ii 
libxext6:amd64	2:1.3.4-1build3	amd64	ii 
libxfixes3:amd64	1:6.0.0-2build2	amd64	ii 
libxft2:amd64	2.3.6-1build2	amd64	ii 
libxi6:amd64	2:1.8.2-2	amd64	ii 
libxinerama1:amd64	2:1.1.4-3build2	amd64	ii 
libxkbcommon-x11-0:amd64	1.13.1-1	amd64	ii 
libxkbcommon0:amd64	1.13.1-1	amd64	ii 
libxkbfile1:amd64	1:1.1.0-1build5	amd64	ii 
libxml-parser-perl	2.47-1ubuntu1	amd64	ii 
libxml-twig-perl	1:3.54-1build1	all	ii 
libxml-xpathengine-perl	0.14-2	all	ii 
libxml2-16:amd64	2.15.2+dfsg-0.1	amd64	ii 
libxmlb2:amd64	0.3.24-2	amd64	ii 
libxmu6:amd64	2:1.1.3-4	amd64	ii 
libxmuu1:amd64	2:1.1.3-4	amd64	ii 
