libk5crypto3	1.22.1-2ubuntu4	amd64	install ok installed
libkeyutils1	1.6.3-6ubuntu3	amd64	install ok installed
libkmod2	34.2-2ubuntu2	amd64	install ok installed
libkrb5-3	1.22.1-2ubuntu4	amd64	install ok installed
libkrb5support0	1.22.1-2ubuntu4	amd64	install ok installed
libksba8	1.6.7-2build1	amd64	install ok installed
liblcms2-2	2.17-1ubuntu0.2	amd64	install ok installed
libldap-common	2.6.10+dfsg-1ubuntu5	all	install ok installed
libldap2	2.6.10+dfsg-1ubuntu5	amd64	install ok installed
libllhttp9.3	9.3.3~really9.3.0+~cs12.11.8-3build1	amd64	install ok installed
libllvm21	1:21.1.8-6ubuntu1	amd64	install ok installed
liblocale-gettext-perl	1.07-8	amd64	install ok installed
liblsan0	16-20260322-1ubuntu1	amd64	install ok installed
liblsof0	4.99.4+dfsg-2build2	amd64	install ok installed
liblwp-mediatypes-perl	6.04-2	all	install ok installed
liblwp-protocol-https-perl	6.14-1	all	install ok installed
liblz4-1	1.10.0-8	amd64	install ok installed
liblzma5	5.8.3-1	amd64	install ok installed
liblzo2-2	2.10-3build2	amd64	install ok installed
libmagic-mgc	1:5.46-5build2	amd64	install ok installed
libmagic1t64	1:5.46-5build2	amd64	install ok installed
libmailtools-perl	2.22-1	all	install ok installed
libmd0	1.1.0-2build4	amd64	install ok installed
libmnl0	1.0.5-3build1	amd64	install ok installed
libmount1	2.41.3-3ubuntu2	amd64	install ok installed
libmpc3	1.3.1-3	amd64	install ok installed
libmpfr6	4.2.2-3	amd64	install ok installed
libncursesw6	6.6+20251231-1	amd64	install ok installed
libnet-dbus-perl	1.2.0-2build4	amd64	install ok installed
libnet-http-perl	6.24-1build1	all	install ok installed
libnet-smtp-ssl-perl	1.04-2	all	install ok installed
libnet-ssleay-perl	1.94-3	amd64	install ok installed
libnetplan1	1.2-1ubuntu5	amd64	install ok installed
libnettle8t64	3.10.2-1	amd64	install ok installed
libnewt0.52	0.52.25-1ubuntu3	amd64	install ok installed
libnghttp2-14	1.68.0-2ubuntu0.1	amd64	install ok installed
libnode-dev	22.22.1+dfsg+~cs22.19.15-1ubuntu1	amd64	install ok installed
libnode127	22.22.1+dfsg+~cs22.19.15-1ubuntu1	amd64	install ok installed
libnotify-bin	0.8.8-1	amd64	install ok installed
libnotify4	0.8.8-1	amd64	install ok installed
libnpth0t64	1.8-3build1	amd64	install ok installed
libnss-systemd	259.5-0ubuntu3	amd64	install ok installed
libp11-kit0	0.26.2-2	amd64	install ok installed
libpackagekit-glib2-18	1.3.4-3ubuntu1	amd64	install ok installed
libpam-cap	1:2.75-10ubuntu2	amd64	install ok installed
libpam-modules	1.7.0-5ubuntu3	amd64	install ok installed
libpam-modules-bin	1.7.0-5ubuntu3	amd64	install ok installed
libpam-runtime	1.7.0-5ubuntu3	all	install ok installed
libpam-systemd	259.5-0ubuntu3	amd64	install ok installed
libpam0g	1.7.0-5ubuntu3	amd64	install ok installed
libpango-1.0-0	1.57.0-1	amd64	install ok installed
libpangocairo-1.0-0	1.57.0-1	amd64	install ok installed
libpangoft2-1.0-0	1.57.0-1	amd64	install ok installed
libpciaccess0	0.18.1-1ubuntu4	amd64	install ok installed
libpcre2-8-0	10.46-1build1	amd64	install ok installed
libperl5.40	5.40.1-7build1	amd64	install ok installed
libpipeline1	1.5.8-2	amd64	install ok installed
libpixman-1-0	0.46.4-1	amd64	install ok installed
libpng16-16t64	1.6.57-1	amd64	install ok installed
libpolkit-agent-1-0	127-2ubuntu1	amd64	install ok installed
libpolkit-gobject-1-0	127-2ubuntu1	amd64	install ok installed
libpopt0	1.19+dfsg-2build1	amd64	install ok installed
libproc2-0	2:4.0.4-9ubuntu1	amd64	install ok installed
libpsl5t64	0.21.2-1.1build2	amd64	install ok installed
libpython3-dev	3.14.3-0ubuntu2	amd64	install ok installed
libpython3-stdlib	3.14.3-0ubuntu2	amd64	install ok installed
libpython3.14	3.14.4-1	amd64	install ok installed
libpython3.14-dev	3.14.4-1	amd64	install ok installed
libpython3.14-minimal	3.14.4-1	amd64	install ok installed
libpython3.14-stdlib	3.14.4-1	amd64	install ok installed
libpython3.14-testsuite	3.14.4-1	all	install ok installed
libquadmath0	16-20260322-1ubuntu1	amd64	install ok installed
libre2-11	20250805-1build3	amd64	install ok installed
libreadline8t64	8.3-4	amd64	install ok installed
librhash1	1.4.6-1.1	amd64	install ok installed
librsvg2-2	2.61.3+dfsg-3	amd64	install ok installed
librsvg2-common	2.61.3+dfsg-3	amd64	install ok installed
librtmp1	2.4+20151223.gitfa8646d.1-3	amd64	install ok installed
libsasl2-2	2.1.28+dfsg1-9ubuntu3	amd64	install ok installed
libsasl2-modules	2.1.28+dfsg1-9ubuntu3	amd64	install ok installed
libsasl2-modules-db	2.1.28+dfsg1-9ubuntu3	amd64	install ok installed
libseccomp2	2.6.0-2ubuntu5	amd64	install ok installed
libselinux1	3.9-4build1	amd64	install ok installed
libsemanage-common	3.9-1build1	all	install ok installed
libsemanage2	3.9-1build1	amd64	install ok installed
libsensors-config	1:3.6.2-2build1	all	install ok installed
libsensors5	1:3.6.2-2build1	amd64	install ok installed
libsepol2	3.9-2	amd64	install ok installed
libsframe3	2.46-3ubuntu2	amd64	install ok installed
libsharpyuv0	1.5.0-0.1build1	amd64	install ok installed
libsimdjson29	4.2.4-1	amd64	install ok installed
libsimdutf31	8.0.0-1	amd64	install ok installed
libslang2	2.3.3-5build1	amd64	install ok installed
libsm6	2:1.2.6-1build1	amd64	install ok installed
libsmartcols1	2.41.3-3ubuntu2	amd64	install ok installed
libsodium23	1.0.18-2	amd64	install ok installed
libsqlite3-0	3.46.1-9	amd64	install ok installed
libss2	1.47.2-3ubuntu4	amd64	install ok installed
libssh2-1t64	1.11.1-1ubuntu0.26.04.1	amd64	install ok installed
libssl-dev	3.5.5-1ubuntu3	amd64	install ok installed
libssl3t64	3.5.5-1ubuntu3	amd64	install ok installed
libstdc++-15-dev	15.2.0-16ubuntu1	amd64	install ok installed
libstdc++6	16-20260322-1ubuntu1	amd64	install ok installed
libstemmer0d	3.0.1-1	amd64	install ok installed
libsystemd-shared	259.5-0ubuntu3	amd64	install ok installed
libsystemd0	259.5-0ubuntu3	amd64	install ok installed
libtasn1-6	4.21.0-2	amd64	install ok installed
libtcl8.6	8.6.17+dfsg-1build1	amd64	install ok installed
libtext-charwidth-perl	0.04-11build4	amd64	install ok installed
libtext-iconv-perl	1.7-8.1	amd64	install ok installed
libtext-wrapi18n-perl	0.06-10	all	install ok installed
libthai-data	0.1.30-1	all	install ok installed
libthai0	0.1.30-1	amd64	install ok installed
libtie-ixhash-perl	1.23-4	all	install ok installed
libtimedate-perl	2.3300-2	all	install ok installed
libtinfo6	6.6+20251231-1	amd64	install ok installed
libtirpc-common	1.3.7-0.1	all	install ok installed
libtirpc3t64	1.3.7-0.1	amd64	install ok installed
libtk8.6	8.6.17-1build1	amd64	install ok installed
libtry-tiny-perl	0.32-1	all	install ok installed
libtsan2	16-20260322-1ubuntu1	amd64	install ok installed
libubsan1	16-20260322-1ubuntu1	amd64	install ok installed
libuchardet0	0.0.8-2	amd64	install ok installed
libudev1	259.5-0ubuntu3	amd64	install ok installed
libunistring5	1.3-2build1	amd64	install ok installed
liburi-perl	5.34-2build1	all	install ok installed
libuuid1	2.41.3-3ubuntu2	amd64	install ok installed
libuv1-dev	1.51.0-2ubuntu1	amd64	install ok installed
libuv1t64	1.51.0-2ubuntu1	amd64	install ok installed
libvulkan1	1.4.341.0-1	amd64	install ok installed
libwayland-client0	1.24.0-2	amd64	install ok installed
libwayland-cursor0	1.24.0-2	amd64	install ok installed
libwayland-egl1	1.24.0-2	amd64	install ok installed
libwww-perl	6.81-1ubuntu0.1	all	install ok installed
libwww-robotrules-perl	6.02-1build1	all	install ok installed
libx11-6	2:1.8.13-1	amd64	install ok installed
libx11-data	2:1.8.13-1	all	install ok installed
libx11-protocol-perl	0.56-9	all	install ok installed
libx11-xcb1	2:1.8.13-1	amd64	install ok installed
libxau6	1:1.0.11-1build2	amd64	install ok installed
libxaw7	2:1.0.16-1build1	amd64	install ok installed
libxcb-dri3-0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-glx0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-present0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-randr0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-render0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-shape0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-shm0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-sync1	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-xfixes0	1.17.0-2ubuntu1	amd64	install ok installed
libxcb-xkb1	1.17.0-2ubuntu1	amd64	install ok installed
libxcb1	1.17.0-2ubuntu1	amd64	install ok installed
libxcomposite1	1:0.4.6-1build1	amd64	install ok installed
libxcursor1	1:1.2.3-1build1	amd64	install ok installed
libxdamage1	1:1.1.7-1	amd64	install ok installed
libxdmcp6	1:1.1.5-2	amd64	install ok installed
libxext6	2:1.3.4-1build3	amd64	install ok installed
libxfixes3	1:6.0.0-2build2	amd64	install ok installed
libxft2	2.3.6-1build2	amd64	install ok installed
libxi6	2:1.8.2-2	amd64	install ok installed
libxinerama1	2:1.1.4-3build2	amd64	install ok installed
libxkbcommon-x11-0	1.13.1-1	amd64	install ok installed
libxkbcommon0	1.13.1-1	amd64	install ok installed
libxkbfile1	1:1.1.0-1build5	amd64	install ok installed
libxml-parser-perl	2.47-1ubuntu1	amd64	install ok installed
libxml-twig-perl	1:3.54-1build1	all	install ok installed
libxml-xpathengine-perl	0.14-2	all	install ok installed
libxml2-16	2.15.2+dfsg-0.1	amd64	install ok installed
libxmlb2	0.3.24-2	amd64	install ok installed
libxmu6	2:1.1.3-4	amd64	install ok installed
libxmuu1	2:1.1.3-4	amd64	install ok installed
libxpm4	1:3.5.17-1build3	amd64	install ok installed
libxrandr2	2:1.5.4-1build1	amd64	install ok installed
libxrender1	1:0.9.12-1build1	amd64	install ok installed
libxres1	2:1.2.1-1build2	amd64	install ok installed
